respo,project,samptype,date8,night,nights,tele_7,survlgth,times,intrace,intgend,s_samptype,s_market,intro3,cell1,qs1,qa1,q921,q1half,dcdir,dcdirnew,q1aq1bnet,mainproblem,bowserappfull,bowsernet,q4_half,h_qord_q4a_q4f_q4a,h_qord_q4a_q4f_q4b,h_qord_q4a_q4f_q4c,h_qord_q4a_q4f_q4d,h_qord_q4a_q4f_q4e,h_qord_q4a_q4f_q4f,bowsercrime,q4anet,bowserhomeless,q4bnet,bowserpandemic,q4cnet,bowserhousing,q4dnet,bowserschools,q4enet,bowsersaferoads,q4fnet,regvoter,regparty,chancevote,h_aord_q7_1,h_aord_q7_2,h_aord_q7_3,q7,h_aord_q8_1,h_aord_q8_2,h_aord_q8_3,q8,mayor22,h_qord_q9a_q9d_q9a,h_qord_q9a_q9d_q9b,h_qord_q9a_q9d_q9c,h_qord_q9a_q9d_q9d,bowserfav,robertwhitefav,trayonwhitefav,mendfav,bowserrestrictions,vaccinemandate,vaccine,ratedcps,ratedcpsnet,parents,kidschool,q15,q14q15net,rateyourdcps,q16net,schoolspandemic,q17net,h_aord_q18_1,h_aord_q18_2,remoteschool,ratepolice,q13bnet,hoodsafe,q19net,crimevictim,q20net,q21_half,h_qord_q21a_q21d_q21a,h_qord_q21a_q21d_q21b,h_qord_q21a_q21d_q21c,h_qord_q21a_q21d_q21d,morepolice,q21anet,violenceinterruptors,q21bnet,econopportunity,q21cnet,gunsentences,q21dnet,homelesscamps,leavedc,leavedcwhere,leavedcfull,leavedcreason,affordhood,q24net,commandersname,q28net,choosename,h_aord_q30_1,h_aord_q30_2,fundfootballstadium,quad,quad2,q909,q909a,edubreak,colleduc,educnew,q910,q910a,agebreak,q918,racenet,income,income2,q29x,l1,c1,phonstat,q924,sex,lang,SITE,INT_Location,weight,allresp,white,age3anew,age50,college,income50,income3,income75,income4,racesex,raceeduc,raceinc,wardnew,kidschoolnet,survey,livedc,wardnew2
160176,29242-1001,CELL PHONE RDD,20220214,13th night,13,1653,9.94763333333333,3,Black,Male,2,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Female,Q1a,Right direction, ,right direction NET,Crime/violence/guns,Approve SOMEWHAT,approve NET,Q4D-Q4F, , , ,1,3,2, , , , , , ,Not-so-good job,Not-so-good/poor job NET,Good job,Excellent/Good job NET,Good job,Excellent/Good job NET,"Yes, registered",Democrat,Absolutely certain to vote,Trayon White,Muriel Bowser,Robert White,Muriel Bowser, , , , ,Muriel Bowser,4,2,3,1,Favorable,Don't know enough to say,Don't know enough to say,Favorable,Right amount,Support,Yes,(VOL) DK/No Opinion,DK/No opinion,No, , , , , , , , , , ,Good,Excellent/Good  NET,Very safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,1,2, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,"Would reduce crime, A LOT",Would reduce crime NET, , , , ,Support,No, ,Would not move, ,Somewhat difficult,Difficult NET,Like it,Like NET,the Washington Football Team,Oppose,Favor,Oppose,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,32, ,Age 30-39,White,white,75 to under 100 thousand, ,6, ,"No, no home telephone",Cell Only,female,Female,English,WV,Call Center,.9817422,All adults,White,Age 18-39,18-49,College,$50K+,$50-$100K,Income $75K+,$50-$100K,White women,White college,White $50K+,98,No kids at home,20210214,5-9 years, 
160213,29242-1001,CELL PHONE RDD,20220209,8th night,13,1649,16.2959833333333,1,White,Male,2,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Male,Q1b, ,Right direction,right direction NET,Education/improving schools,Approve SOMEWHAT,approve NET,Q4A-Q4C,2,3,1, , , ,Good job,Excellent/Good job NET,(VOL) DK/No Opinion,DK/No opinion,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Robert White,Trayon White,Muriel Bowser,Muriel Bowser, , , , ,Muriel Bowser,2,1,3,4,Favorable,Don't know enough to say,Don't know enough to say,Don't know enough to say,Right amount,Support,Yes,Good,Excellent/Good  NET,Yes,Combination,No,Combination Not Public or Charter/DK/Ref, , , , , , , ,Good,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,1,2, , ,(VOL) DK/No Opinion,DK/No opinion,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , , , ,Support,No, ,Would not move, ,Somewhat difficult,Difficult NET,Dislike it,Dislike NET,the Washington Football Team,Favor,Oppose,Oppose,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,50, ,Age 50-64,White,white,100 thousand or more,250 thousand or more,16, ,"No, no home telephone",Cell Only,male,Male,English,WV,Call Center,.6686622,All adults,White,Age 40-64,50+,College,$50K+,$100K+,Income $75K+,$200K+,White men,White college,White $50K+,3,"Have children, too young/don't attend/homeschooled/other",20210214,10-19 years,Ward 2/3
160815,29242-1001,CELL PHONE RDD,20220209,8th night,13,1712,15.7546166666667,1,Black,Female,2,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Male,Q1a,Wrong track, ,wrong track NET,No opinion,(VOL) DK/No Opinion,DK/No opinion,Q4D-Q4F, , , ,1,2,3, , , , , , ,Poor job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,"Yes, registered",Democrat,Absolutely certain to vote,Robert White,Trayon White,Muriel Bowser,Robert White, , , , ,Robert White,3,2,1,4,Unfavorable,Favorable,Unfavorable,Unfavorable,Right amount,Support,Yes,Not so good,Not-so-good/poor  NET,No, , , , , , , , , , ,Poor,Not-so-good/poor  NET,No too safe,not too/not safe at all NET,No,Not victim of violent crime,Q20B-Q20C ASKED,1,2, , ,Would not reduce crime,Would not reduce crime,"Would reduce crime, A LOT",Would reduce crime NET, , , , ,Support,No, ,Would not move, ,Very difficult,Difficult NET,Dislike it,Dislike NET,the Washington Football Team,Favor,Oppose,(VOL) DK/No Opinion,Northwest, ,Graduated high school, ,graduated high school,no college degree,high school or less,81, ,Age 65+,Black,black,20 to under 35 thousand, ,Dk/no opinion, ,"Yes, has a home telephone",Dual Service,male,Male,English,WV,Virtual Call Center,.7914087,All adults,Non-white,Age 65+,50+,Non-college,<$50K,<$50K,Income <$75K,<$50K,Nonwhite men,Black non-college,Black <$50K,1,No kids at home,20210214,Don't know,Ward 1/4
160924,29242-1001,CELL PHONE RDD,20220209,8th night,13,1713,12.1836166666667,1,White,Female,2,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Female,Q1a,Right direction, ,right direction NET,Jobs/creating more employment opportunites,Approve STRONGLY,approve NET,Q4D-Q4F, , , ,3,1,2, , , , , , ,Good job,Excellent/Good job NET,Excellent job,Excellent/Good job NET,Good job,Excellent/Good job NET,"Yes, registered",Democrat,Absolutely certain to vote,Trayon White,Robert White,Muriel Bowser,Muriel Bowser, , , , ,Muriel Bowser,3,1,2,4,Favorable,Favorable,Favorable,Unfavorable,Right amount,Support,Yes,Not so good,Not-so-good/poor  NET,No, , , , , , , , , , ,Not so good,Not-so-good/poor  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,1,2, , ,Would not reduce crime,Would not reduce crime,"Would reduce crime, A LOT",Would reduce crime NET, , , , ,Support,Yes,D.C. suburbs,Would move to D.C. Suburbs,Something else? (SPECIFY),Somewhat difficult,Difficult NET,Like it,Like NET,the Commanders,Favor,Oppose,Oppose,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,61, ,Age 50-64,White,white,100 thousand or more,100 to under 150 thousand,15, ,"No, no home telephone",Cell Only,female,Female,English,WV,Virtual Call Center,.6854848,All adults,White,Age 40-64,50+,College,$50K+,$100K+,Income $75K+,$100K-$200K,White women,White college,White $50K+,3,No kids at home,20210214,10-19 years,Ward 2/3
161070,29242-1001,CELL PHONE RDD,20220211,10th night,13,2018,12.2435666666667,2,Other race,Female,2,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Female,Q1b, ,Right direction,right direction NET,Housing costs/low-income housing/more affordable housing,Approve SOMEWHAT,approve NET,Q4A-Q4C,1,3,2, , , ,(VOL) DK/No Opinion,DK/No opinion,Good job,Excellent/Good job NET,Excellent job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Trayon White,Muriel Bowser,Robert White,(VOL) Would not vote, , , , ,Would not vote,2,4,1,3,Favorable,Don't know enough to say,Don't know enough to say,Don't know enough to say,Right amount,Support,Yes,(VOL) DK/No Opinion,DK/No opinion,No, , , , , , , , , , ,Good,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,2,1, , ,Would not reduce crime,Would not reduce crime,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , , , ,Oppose,No, ,Would not move, ,Somewhat easy,Easy NET,Dislike it,Dislike NET,the Washington Football Team,Oppose,Favor,Oppose,Southwest, ,Graduated college,Bachelors degree,some college +,college degree,college degree,31, ,Age 30-39,Asian,Asian,100 thousand or more,100 to under 150 thousand,1, ,"No, no home telephone",Cell Only,female,Female,English,WV,Virtual Call Center,.8579651,All adults,Non-white,Age 18-39,18-49,College,$50K+,$100K+,Income $75K+,$100K-$200K,Nonwhite women,Black college, Black $50K+,6,No kids at home,20210214,4 years or less,Ward 5/6
161308,29242-1001,CELL PHONE RDD,20220209,8th night,13,1727,12.3566833333333,1,White,Female,2,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Male,Q1b, ,Wrong track,wrong track NET,Mayor/issues involving mayor,Disapprove STRONGLY,disapprove NET,Q4A-Q4C,3,2,1, , , ,Poor job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Muriel Bowser,Robert White,Trayon White,(VOL) DK/No Opinion,Muriel Bowser,Robert White,Trayon White,(VOL) DK/No Opinion,DK/No Opinion,4,1,3,2,Unfavorable,Don't know enough to say,Unfavorable,Don't know enough to say,Right amount,Support,Yes,(VOL) DK/No Opinion,DK/No opinion,No, , , , , , , , , , ,Not so good,Not-so-good/poor  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,1,2, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,Would not reduce crime,Would not reduce crime, , , , ,Oppose,No, ,Would not move, ,Somewhat easy,Easy NET,Dislike it,Dislike NET,the Washington Football Team,Oppose,Favor,Oppose,Northeast,West,Post graduate, ,some college +,college degree,post-graduate degree,36, ,Age 30-39,White,white,100 thousand or more,200 to under 250 thousand,36, ,"No, no home telephone",Cell Only,male,Male,English,WV,Virtual Call Center,1.2816298,All adults,White,Age 18-39,18-49,College,$50K+,$100K+,Income $75K+,$200K+,White men,White college,White $50K+,5,No kids at home,20210214,20+ years,Ward 5/6
161484,29242-1001,CELL PHONE RDD,20220212,11th night,13,1642,17.9635333333333,2,White,Male,2,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Male,Q1a,Right direction, ,right direction NET,Crime/violence/guns,Approve SOMEWHAT,approve NET,Q4A-Q4C,3,1,2, , , ,Not-so-good job,Not-so-good/poor job NET,(VOL) DK/No Opinion,DK/No opinion,Not-so-good job,Not-so-good/poor job NET, , , , , , ,"No, not registered", , , , , , , , , , , ,4,2,3,1,Don't know enough to say,Don't know enough to say,Don't know enough to say,Don't know enough to say,(VOL) DK/No Opinion,Support,Yes,Good,Excellent/Good  NET,No, , , , , , , , , , ,Good,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,1,2, , ,"Would reduce crime, A LOT",Would reduce crime NET,(VOL) DK/No Opinion,DK/No opinion, , , , ,(VOL) DK/No Opinion,Yes,Outside the D.C. area,Would move outside D.C. area,Housing affordability,Somewhat easy,Easy NET,Dislike it,Dislike NET,the Redskins,Favor,Oppose,Oppose,Northwest, ,8th grade or less, ,less than high school,no college degree,high school or less,27, ,Age 18-29,Hispanic,Hispanic,35 to under 50 thousand, ,9, ,"No, no home telephone",Cell Only,male,Male,Spanish,WV,Virtual Call Center,4.6644972,All adults,Non-white,Age 18-39,18-49,Non-college,<$50K,<$50K,Income <$75K,<$50K,Nonwhite men,Black non-college,Black <$50K,1,No kids at home,20210214,5-9 years,Ward 1/4
161523,29242-1001,CELL PHONE RDD,20220209,8th night,13,1740,17.5907166666667,1,Black,Male,2,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Female,Q1b, ,Wrong track,wrong track NET,Crime/violence/guns,Disapprove SOMEWHAT,disapprove NET,Q4D-Q4F, , , ,1,3,2, , , , , , ,Not-so-good job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,Excellent job,Excellent/Good job NET,"Yes, registered",Democrat,Chances 50-50,Robert White,Muriel Bowser,Trayon White,Trayon White, , , , ,Trayon White,3,4,2,1,Unfavorable,Don't know enough to say,Favorable,Don't know enough to say,Too many,Oppose,No,Not so good,Not-so-good/poor  NET,No, , , , , , , , , , ,Good,Excellent/Good  NET,Very safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,1, ,2,3,"Would reduce crime, A LOT",Would reduce crime NET, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,"Would reduce crime, A LOT",Would reduce crime NET,Support,Yes,Outside the D.C. area,Would move outside D.C. area,Housing affordability,Somewhat easy,Easy NET,Love it,Like NET,the Redskins,Favor,Oppose,Favor,Northwest, ,"Some college (ASK IF TECHNICAL SCHOOL; IF YES, PUNCH CODE 3, FOR HIGH SCHOOL)", ,some college +,no college degree,some college,20, ,Age 18-29,Black,black,(VOL) NA/Refused, ,whole life, ,(VOL) NA/Refused,DK/Refused,female,Female,English,WV,Virtual Call Center,.9988071,All adults,Non-white,Age 18-39,18-49,Non-college, , , , ,Nonwhite women,Black non-college, ,98,No kids at home,20210214,20+ years, 
161584,29242-1001,CELL PHONE RDD,20220209,8th night,13,1736,12.1855833333333,1,Black,Female,2,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Female,Q1a,Wrong track, ,wrong track NET,The coronavirus pandemic,Disapprove SOMEWHAT,disapprove NET,Q4D-Q4F, , , ,1,2,3, , , , , , ,Poor job,Not-so-good/poor job NET,Excellent job,Excellent/Good job NET,Good job,Excellent/Good job NET,"Yes, registered",Democrat,Absolutely certain to vote,Trayon White,Muriel Bowser,Robert White,(VOL) DK/No Opinion,Trayon White,Muriel Bowser,Robert White,(VOL) DK/No Opinion,DK/No Opinion,4,2,3,1,Favorable,Don't know enough to say,Don't know enough to say,Unfavorable,Too many,Oppose,Yes,Excellent,Excellent/Good  NET,Yes,D.C. public schools, ,Public,Excellent,Excellent/Good job NET,Excellent,Excellent/Good job NET,require all students to attend school in person,provide both in-person and online instruction and allow parents to choose,require all students to attend school in person,Not so good,Not-so-good/poor  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,1, ,3,2,"Would reduce crime, A LOT",Would reduce crime NET, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,"Would reduce crime, A LOT",Would reduce crime NET,Support,Yes,Outside the D.C. area,Would move outside D.C. area,Something else? (SPECIFY),Somewhat difficult,Difficult NET,Like it,Like NET,the Commanders,Favor,Oppose,Oppose,Northwest, ,Graduated college,Bachelors degree,some college +,college degree,college degree,41, ,Age 40-49,White,white,100 thousand or more,150 to under 200 thousand,19, ,"No, no home telephone",Cell Only,female,Female,English,WV,Call Center,.7924089,All adults,White,Age 40-64,18-49,College,$50K+,$100K+,Income $75K+,$100K-$200K,White women,White college,White $50K+,4,Have children in public school,20210214,10-19 years,Ward 1/4
161638,29242-1001,CELL PHONE RDD,20220210,9th night,13,1934,9.32005,2,White,Female,2,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Female,Q1b, ,Right direction,right direction NET,Education/improving schools,Approve STRONGLY,approve NET,Q4D-Q4F, , , ,1,2,3, , , , , , ,Good job,Excellent/Good job NET,Good job,Excellent/Good job NET,Good job,Excellent/Good job NET,"Yes, registered",Democrat,Absolutely certain to vote,Trayon White,Muriel Bowser,Robert White,Muriel Bowser, , , , ,Muriel Bowser,1,3,4,2,Favorable,Unfavorable,Don't know enough to say,Favorable,Right amount,Support,Yes,Good,Excellent/Good  NET,No, , , , , , , , , , ,Good,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,2,1, , ,Would not reduce crime,Would not reduce crime,(VOL) DK/No Opinion,DK/No opinion, , , , ,Support,No, ,Would not move, ,Very difficult,Difficult NET,Like it,Like NET,the Commanders,Oppose,Favor,Oppose,Northeast,East,Post graduate, ,some college +,college degree,post-graduate degree,67, ,Age 65+,White,white,100 thousand or more,250 thousand or more,32, ,"Yes, has a home telephone",Dual Service,female,Female,English,WV,Virtual Call Center,.4431091,All adults,White,Age 65+,50+,College,$50K+,$100K+,Income $75K+,$200K+,White women,White college,White $50K+,6,No kids at home,20210214,20+ years,Ward 5/6
161937,29242-1001,CELL PHONE RDD,20220209,8th night,13,1800,22.58825,1,White,Male,2,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Female,Q1a,Right direction, ,right direction NET,Cost of living/inflation,Approve STRONGLY,approve NET,Q4D-Q4F, , , ,1,2,3, , , , , , ,Not-so-good job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,Excellent job,Excellent/Good job NET,"Yes, registered",Democrat,Very likely to vote,Muriel Bowser,Robert White,Trayon White,Trayon White, , , , ,Trayon White,1,3,2,4,Favorable,Don't know enough to say,Favorable,Don't know enough to say,Right amount,Support,Yes,Poor,Not-so-good/poor  NET,No, , , , , , , , , , ,Good,Excellent/Good  NET,Very safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,1, ,3,2,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , ,Would not reduce crime,Would not reduce crime,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,Support,No, ,Would not move, ,Very difficult,Difficult NET,Dislike it,Dislike NET,the Washington Football Team,Favor,Oppose,Oppose,Northwest, ,Graduated high school, ,graduated high school,no college degree,high school or less,22, ,Age 18-29,Black,black,(VOL) NA/Refused, ,whole life, ,"No, no home telephone",Cell Only,female,Female,English,WV,Virtual Call Center,4.6366474,All adults,Non-white,Age 18-39,18-49,Non-college, , , , ,Nonwhite women,Black non-college, ,98,No kids at home,20210214,20+ years, 
161969,29242-1001,CELL PHONE RDD,20220209,8th night,13,1748,9.76291666666667,1,Black,Female,2,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Male,Q1a,Right direction, ,right direction NET,Poverty/homelessness,Approve SOMEWHAT,approve NET,Q4D-Q4F, , , ,2,3,1, , , , , , ,Not-so-good job,Not-so-good/poor job NET,Good job,Excellent/Good job NET,Excellent job,Excellent/Good job NET,"No, not registered", , , , , , , , , , , ,4,2,3,1,Favorable,Don't know enough to say,Don't know enough to say,Don't know enough to say,Right amount,Oppose,Yes,Good,Excellent/Good  NET,No, , , , , , , , , , ,Excellent,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,1,2, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , , , ,Support,No, ,Would not move, ,Somewhat difficult,Difficult NET,Love it,Like NET,the Commanders,Favor,Oppose,Oppose,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,53, ,Age 50-64,White,white,100 thousand or more,250 thousand or more,3, ,"No, no home telephone",Cell Only,male,Male,English,WV,Call Center,.6686622,All adults,White,Age 40-64,50+,College,$50K+,$100K+,Income $75K+,$200K+,White men,White college,White $50K+,98,No kids at home,20210214,4 years or less, 
162237,29242-1001,CELL PHONE RDD,20220210,9th night,13,1634,15.1317166666667,2,White,Male,2,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Male,Q1b, ,Right direction,right direction NET,The coronavirus pandemic,Approve STRONGLY,approve NET,Q4A-Q4C,3,2,1, , , ,Not-so-good job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Chances 50-50,Muriel Bowser,Robert White,Trayon White,Muriel Bowser, , , , ,Muriel Bowser,4,2,1,3,Favorable,Don't know enough to say,Don't know enough to say,Don't know enough to say,Right amount,Support,Yes,Good,Excellent/Good  NET,Yes,D.C. public schools, ,Public,Good,Excellent/Good job NET,Good,Excellent/Good job NET,provide both in-person and online instruction and allow parents to choose,require all students to attend school in person,require all students to attend school in person,Good,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,2,1, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,Would not reduce crime,Would not reduce crime, , , , ,Support,No, ,Would not move, ,Somewhat easy,Easy NET,Like it,Like NET,the Redskins,Favor,Oppose,Favor,Southeast,East,Graduated high school, ,graduated high school,no college degree,high school or less,52, ,Age 50-64,White Hispanic,Hispanic,35 to under 50 thousand, ,22, ,"No, no home telephone",Cell Only,male,Male,English,WV,Virtual Call Center,1.1272798,All adults,Non-white,Age 40-64,50+,Non-college,<$50K,<$50K,Income <$75K,<$50K,Nonwhite men,Black non-college,Black <$50K,7,Have children in public school,20210214,20+ years,Ward 7/8
