id,Weight_PID,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,xparent,Q1_1,Q1_2,Q2,Q3,Q4,Q5,Q6,Q260,Q26a,QPID,ABCAGE,Contact
257000191,.6519,English,qualified,75,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,Catholic,No,An Independent,65+,"Yes, I am willing to be interviewed"
257000192,.6677,English,qualified,54,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,West,Rented for cash,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,Catholic,No,An Independent,50-64,"No, I am not willing to be interviewed"
257000193,.8807,English,qualified,56,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,No religion, ,An Independent,50-64,"No, I am not willing to be interviewed"
257000194,1.3252,English,qualified,40,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",Six or more,"$50,000 to $74,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,30-49,"No, I am not willing to be interviewed"
257000195,1.598,English,qualified,38,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",4,"$25,000 to $49,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Homemaker,Not working,parents of children 0-17 YO,Unfavorable,Unfavorable,Somewhat serious,Should not,Don’t know,Don’t know,Don’t know,Unitarian (Universalist), ,An Independent,30-49,"Yes, I am willing to be interviewed"
257000196,.7177,English,qualified,71,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Non-Metro,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,65+,"Yes, I am willing to be interviewed"
257000197,1.153,English,qualified,19,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",4,"$150,000 or more",Never married,Metro,MidWest,Owned or being bought by you or someone in your household,Missouri,Self-employed,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,A Republican,18-29,"No, I am not willing to be interviewed"
257000198,.7165,English,qualified,55,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,West,Rented for cash,Arizona,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not too serious,Should not,Yes,Should not,Not so confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,50-64,"No, I am not willing to be interviewed"
257000199,.852,English,qualified,86,Some college or Associate degree,Some college,Female,"Black, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Maryland,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,Catholic,Yes,A Democrat,65+,"No, I am not willing to be interviewed"
257000200,.99,English,qualified,69,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",4,"$50,000 to $74,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Ohio,Retired,Not working,not parents of children 0-17 YO,Unfavorable,No opinion,Very serious,Should,Don’t know,Should,Not so confident,Other Christian religion,No,An Independent,65+,"No, I am not willing to be interviewed"
257000201,1.0179,English,qualified,38,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Indiana,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,An Independent,30-49,"Yes, I am willing to be interviewed"
257000202,.7436,English,qualified,67,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,South Carolina,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,No religion, ,An Independent,65+,"No, I am not willing to be interviewed"
257000203,1.0111,English,qualified,37,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Ohio,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Don’t know,Unfavorable,Somewhat serious,Don’t know,Yes,Should,Not confident at all,Catholic,No,A Republican,30-49,"No, I am not willing to be interviewed"
257000204,.5767,English,qualified,78,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",5,"$75,000 to $99,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Georgia,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Very serious,Should not,Yes,Should not,Not so confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,65+,"Yes, I am willing to be interviewed"
257000205,.6825,English,qualified,28,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$50,000 to $74,999",Never married,Metro,MidWest,Rented for cash,Minnesota,Currently laid off,Working full-time,not parents of children 0-17 YO,No opinion,No opinion,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,No religion, ,Something else,18-29,"No, I am not willing to be interviewed"
257000206,.8758,English,qualified,73,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,No religion, ,A Republican,65+,"No, I am not willing to be interviewed"
257000207,1.1094,English,qualified,73,High school graduate (high school diploma or the equivalent GED),High school,Female,"Other, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Arizona,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,Don’t know,Should,Not so confident,Catholic,No,An Independent,65+,"No, I am not willing to be interviewed"
257000208,.4878,English,qualified,70,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",1,"$10,000 to $24,999",Widowed,Non-Metro,South,Owned or being bought by you or someone in your household,Alabama,Self-employed,Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Don’t know,Jehovah’s Witness,No,Something else,65+,"No, I am not willing to be interviewed"
257000209,1.0178,English,qualified,23,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",4,"$25,000 to $49,999",Never married,Metro,South,Owned or being bought by you or someone in your household,South Carolina,Full Time Student,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Somewhat serious,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,18-29,"No, I am not willing to be interviewed"
257000210,.8154,English,qualified,61,High school graduate (high school diploma or the equivalent GED),High school,Male,"Black, Non-Hispanic",3,"$150,000 or more",Now Married,Non-Metro,South,Owned or being bought by you or someone in your household,Virginia,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,No religion, ,An Independent,50-64,"Yes, I am willing to be interviewed"
257000211,.4927,English,qualified,87,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,West,Rented for cash,New Mexico,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,No religion, ,A Democrat,65+,"No, I am not willing to be interviewed"
257000212,.9595,English,qualified,56,Master’s degree or above,Bachelors degree or higher,Male,"Other, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,Catholic,No,An Independent,50-64,"Yes, I am willing to be interviewed"
257000213,.8231,English,qualified,45,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$150,000 or more",Never married,Metro,NorthEast,Owned or being bought by you or someone in your household,Connecticut,Self-employed,Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,Don’t know,Don’t know,Somewhat confident,No religion, ,A Democrat,30-49,"Yes, I am willing to be interviewed"
257000214,1.1633,English,qualified,85,High school graduate (high school diploma or the equivalent GED),High school,Female,"Other, Non-Hispanic",5,"$25,000 to $49,999",Divorced,Metro,West,Owned or being bought by you or someone in your household,California,Retired,Not working,not parents of children 0-17 YO,No opinion,Unfavorable,Don’t know,Don’t know,Yes,Should,Not so confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,65+,"No, I am not willing to be interviewed"
257000215,1.3771,English,qualified,23,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",5,"$75,000 to $99,999",Never married,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Full Time Student,Working part-time,not parents of children 0-17 YO,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Catholic,No,A Republican,18-29,"No, I am not willing to be interviewed"
257000216,.8281,English,qualified,36,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",4,"$75,000 to $99,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Utah,Homemaker,Not working,parents of children 0-17 YO,Unfavorable,No opinion,Very serious,Should,No,Should,Don’t know,Mormon,No,An Independent,30-49,"No, I am not willing to be interviewed"
